id,total_price,shipping_price,cart,,,,payment_method,order_datetime,delivery_datetime,,vip_flag,admin_short,fulfilled,order_source,subtotal_price,total_discounts,is_delivery,is_gift,has_custom,is_post,transport,edited,is_corporate,promo_code
4550,875,65,"{""brownie"":[{""quantity"":1,""count"":9,""title"":""Box of 9 brownie"",""BAE BROWNIE"":5,""FUDGE BROWNIE BITES"":4,""id"":""gxd5cr497l"",""price"":360}],""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":5,""id"":""rhfanahuqv"",""price"":450}]}",,,,qr,2020-09-29 14:42:31.252718+00,2020-09-28 10:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5786,748,88,"{""chocpudding_slice"":3}",,,,qr,2020-11-15 06:01:17.566976+00,2020-11-14 09:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
917,0,,{},,,,,2020-07-28 14:46:49.312756+00,2020-05-20 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3774,1110,0,"{""deathcake"":1,""brownie"":[{""quantity"":1,""count"":9,""title"":""Box of 9 brownie"",""BAE BROWNIE"":9,""id"":""6ixkdadtbyx"",""price"":360}]}",,,,qr,2020-08-31 04:56:35.695223+00,2020-08-30 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1109,0,,{},,,,,2020-07-28 14:48:50.846981+00,2020-05-25 07:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1110,0,,{},,,,,2020-07-28 14:48:51.743223+00,2020-05-25 07:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1112,0,,{},,,,,2020-07-28 14:48:52.832127+00,2020-05-25 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1092,0,,{},,,,,2020-07-28 14:48:37.191462+00,2020-05-25 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1115,0,,{},,,,,2020-07-28 14:48:55.164201+00,2020-05-25 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1116,0,,{},,,,,2020-07-28 14:48:55.983698+00,2020-05-25 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3040,875,125,"{""cupc"":2,""hella"":2,""deathchoc"":1}",,,,,2020-08-08 13:50:55.002178+00,2020-08-08 13:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
1118,0,,{},,,,,2020-07-28 14:48:57.493411+00,2020-05-25 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1119,0,,{},,,,,2020-07-28 14:48:57.876419+00,2020-05-25 12:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
8836,950,0,"{""heart-set&redvelvet,ganache.pinkgold"":1}",,,,qr,2021-01-31 07:17:48.350267+00,2021-02-07 01:00:00+00,,no,Ja,t,ig,950,,f,f,f,f,car,f,f,
1121,0,,{},,,,,2020-07-28 14:48:59.945178+00,2020-05-26 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
10255,1014,114,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":2,""id"":""00hgubu3i76bp"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",,,,qr,2021-02-15 06:55:49.835305+00,2021-02-15 08:00:00+00,,no,Ja,t,ig,900,,t,f,f,f,bike,f,f,
4551,831,81,"{""deathcake"":1}",,,,qr,2020-09-29 14:47:52.387916+00,2020-09-28 12:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
937,0,,{},,,,,2020-07-28 14:47:00.903947+00,2020-05-21 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1122,0,,{},,,,,2020-07-28 14:49:01.073259+00,2020-05-26 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1123,0,,{},,,,,2020-07-28 14:49:01.254152+00,2020-05-26 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1124,0,,{},,,,,2020-07-28 14:49:01.911329+00,2020-05-26 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1125,0,,{},,,,,2020-07-28 14:49:02.083203+00,2020-05-26 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1126,0,,{},,,,,2020-07-28 14:49:03.074464+00,2020-05-26 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1127,0,,{},,,,,2020-07-28 14:49:03.258645+00,2020-05-26 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1132,0,,{},,,,,2020-07-28 14:49:07.391143+00,2020-05-26 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1133,0,,{},,,,,2020-07-28 14:49:07.819062+00,2020-05-26 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1134,0,,{},,,,,2020-07-28 14:49:08.251958+00,2020-05-26 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1135,0,,{},,,,,2020-07-28 14:49:09.031934+00,2020-05-26 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
8837,708,58,"{""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""dwil4bvqkbr"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",,,,qr,2021-01-31 07:32:56.587141+00,2021-01-31 08:00:00+00,,no,Ja,t,ig,650,,t,f,f,f,bike,f,f,
1114,0,,{},,,,,2020-07-28 14:48:54.341578+00,2020-05-25 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1139,0,,{},,,,,2020-07-28 14:49:11.18119+00,2020-05-26 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1140,0,,{},,,,,2020-07-28 14:49:11.971907+00,2020-05-26 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1141,0,,{},,,,,2020-07-28 14:49:12.592502+00,2020-05-26 07:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1146,0,,{},,,,,2020-07-28 14:49:15.221449+00,2020-05-26 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1224,0,,{},,,,,2020-07-28 14:50:10.143281+00,2020-05-28 07:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
4559,1378,88,"{""cupc"":4,""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":1,""DOUBLE TROUBLE"":1,""TRIPLE C"":1,""SEXY BACK"":1,""CORNFLAKE MARSHMALLOW"":1,""id"":""1csdwooa32o"",""price"":450}],""kiss_slice"":1}",,,,qr,2020-09-29 14:50:02.17545+00,2020-09-30 04:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4561,2824,174,"{""chocpudding-2lb#flower"":1}",,,,qr,2020-09-29 14:51:08.945302+00,2020-09-30 05:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4562,514,64,"{""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":2,""DOUBLE TROUBLE"":1,""TRIPLE C"":1,""SEXY BACK"":1,""id"":""5ci2iaq7feo"",""price"":450}]}",,,,qr,2020-09-29 14:51:15.411751+00,2020-10-01 03:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
1012,0,,{},,,,,2020-07-28 14:47:46.99566+00,2020-05-22 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1147,0,,{},,,,,2020-07-28 14:49:15.974043+00,2020-05-26 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1148,0,,{},,,,,2020-07-28 14:49:16.555785+00,2020-05-26 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1149,0,,{},,,,,2020-07-28 14:49:17.366036+00,2020-05-26 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1150,0,,{},,,,,2020-07-28 14:49:17.888246+00,2020-05-26 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1154,0,,{},,,,,2020-07-28 14:49:20.811743+00,2020-05-26 12:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
8838,810,0,"{""ferrero-1lb"":0,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""5z3n429gsnw"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""7s261yfiyip"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",,,,qr,2021-01-31 07:52:36.073462+00,2021-01-31 10:00:00+00,,no,Gyan,t,line,810,,f,f,f,f,bike,f,f,
5979,2706,76,"{""brownie"":[{""count"":""18"",""price"":640,""quantity"":2,""id"":""69ummysbinr"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}],""redvelvet"":4,""salt"":5}",,,,qr,2020-11-25 15:01:09.485715+00,2020-11-22 05:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
1189,0,,{},,,,,2020-07-28 14:49:45.151656+00,2020-05-27 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1160,0,,{},,,,,2020-07-28 14:49:25.636166+00,2020-05-27 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
10256,1870,220,"{""chocpudding-1lb#dearest"":1}",,,,qr,2021-02-15 07:06:27.619251+00,2021-02-22 03:30:00+00,,no,Gyan,t,line,1650,,t,f,f,f,car,f,f,
4563,1782,282,"{""banana-1lb"":1}",,,,qr,2020-09-29 14:51:23.944957+00,2020-10-01 03:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4564,347,107,"{""kiss_slice"":1}",,,,qr,2020-09-29 14:51:48.203485+00,2020-09-30 05:00:00+00,,free,unkwn,t,,,,t,f,f,f,unkwn,f,f,
9783,750,0,"{""deathchoccake-1lb"":1}",,,,qr,2021-02-08 14:00:04.017838+00,2021-02-09 06:00:00+00,,no,Gyan,t,line,750,,f,f,f,f,bike,f,f,
1163,0,,{},,,,,2020-07-28 14:49:27.589254+00,2020-05-27 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1164,0,,{},,,,,2020-07-28 14:49:28.422578+00,2020-05-27 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1165,0,,{},,,,,2020-07-28 14:49:29.222561+00,2020-05-27 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1168,0,,{},,,,,2020-07-28 14:49:31.178302+00,2020-05-27 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1170,0,,{},,,,,2020-07-28 14:49:32.658653+00,2020-05-27 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1171,0,,{},,,,,2020-07-28 14:49:33.163404+00,2020-05-27 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1173,0,,{},,,,,2020-07-28 14:49:34.323982+00,2020-05-27 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1174,0,,{},,,,,2020-07-28 14:49:35.056001+00,2020-05-27 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
8839,3010,210,"{""custom"":[{""title"":""2 lb Lady in Pink strawberry kiss"",""price"":2800,""quantity"":1,""id"":""0dp9p0kytfbt""}]}",,,,qr,2021-01-31 07:55:31.738871+00,2021-02-04 11:00:00+00,,no,Gyan,t,line,2800,,t,f,f,f,car,f,f,
9831,1510,0,"{""heart-set&redvelvet,ganache.pinkgold"":1,""strawcheese"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""7trevdkkh6e"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",,,,qr,2021-02-09 05:43:38.322512+00,2021-02-11 06:30:00+00,,no,Gyan,t,line,1510,,f,f,f,f,car,f,f,
3121,1650,0,"{""coconut-1lb#dearest"":1}",,,,,2020-08-10 14:27:21.833692+00,2020-08-11 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1175,0,,{},,,,,2020-07-28 14:49:35.494437+00,2020-05-27 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
277,0,,{},,,,,2020-07-28 14:25:41.664093+00,2020-05-04 12:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3614,2178,198,"{""coconut-1lb"":1,""berry_slice"":2}",,,,qr,2020-08-29 16:56:34.411312+00,2020-08-23 12:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
1180,0,,{},,,,,2020-07-28 14:49:39.011344+00,2020-05-27 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
10257,1180,230,"{""heart-set&redvelvet,ganache.pinkgold"":1}",,,,qr,2021-02-15 07:13:28.595003+00,2021-02-15 08:00:00+00,,no,Ja,t,ig,1100,150,t,f,f,f,car,f,f,
9958,640,150,"{""heart-S&ganache.gold"":1}",,,,qr,2021-02-11 05:14:37.865601+00,2021-02-11 07:00:00+00,,no,Kung,t,fb,490,,t,f,f,f,bike,f,f,
5940,434,134,"{""cupc"":2}",,,,qr,2020-11-25 14:37:59.173762+00,2020-11-25 08:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4565,1440,60,"{""banana_slice"":1,""chocpudding_slice"":1,""berry_slice"":1,""carrot_slice"":1,""ferrero_slice"":1,""kiss_slice"":1}",,,,qr,2020-09-29 14:52:31.11989+00,2020-10-01 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4566,2748,198,"{""coconut-2lb#dearest"":1}",,,,qr,2020-09-29 14:52:48.97589+00,2020-10-01 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
1181,0,,{},,,,,2020-07-28 14:49:39.919103+00,2020-05-27 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1183,0,,{},,,,,2020-07-28 14:49:42.153428+00,2020-05-27 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1162,0,,{},,,,,2020-07-28 14:49:26.80693+00,2020-05-27 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1190,0,,{},,,,,2020-07-28 14:49:45.772503+00,2020-05-27 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1191,0,,{},,,,,2020-07-28 14:49:46.350048+00,2020-05-27 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1192,0,,{},,,,,2020-07-28 14:49:46.932442+00,2020-05-27 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1193,0,,{},,,,,2020-07-28 14:49:47.592083+00,2020-05-27 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1194,0,,{},,,,,2020-07-28 14:49:47.750161+00,2020-05-27 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1195,0,,{},,,,,2020-07-28 14:49:48.37481+00,2020-05-27 11:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
10258,2370,320,"{""coconut-1lb"":1,""heart-S&redvelvet.pink"":1}",,,,qr,2021-02-15 07:19:09.068412+00,2021-02-15 10:00:00+00,,no,Kung,t,line,2050,,t,f,f,f,car,f,f,
10259,1390,440,"{""hella"":2,""heart-S&redvelvet.gold"":1,""custom"":[{""title"":""กล่องใส"",""price"":100,""quantity"":1,""id"":""1nu0doz9j9pi""}]}",,,,qr,2021-02-15 07:44:57.728986+00,2021-02-15 10:00:00+00,,no,Gyan,t,line,950,,t,f,f,f,car,f,f,
4569,261,111,"{""pbj"":1}",,,,qr,2020-09-29 14:53:21.199757+00,2020-10-03 02:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4570,585,125,"{""carrot_slice"":1,""kiss_slice"":1}",,,,qr,2020-09-29 14:53:37.226235+00,2020-10-02 05:00:00+00,,free,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4572,2100,210,"{""chocpudding-1lb#dearest"":1,""kiss_slice"":1}",,,,qr,2020-09-29 14:54:26.625398+00,2020-09-29 09:00:00+00,,vip,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4573,1886,246,"{""banana_slice"":1,""chocpudding_slice"":1,""carrot_slice"":2,""berry_slice"":1,""coconut_slice"":2,""kiss_slice"":1}",,,,qr,2020-09-29 14:56:23.40327+00,2020-09-26 03:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
9832,1053,73,"{""heart-S&redvelvet.pink"":1,""heart-S&ganache.gold"":1}",,,,qr,2021-02-09 05:49:31.091262+00,2021-02-09 08:00:00+00,,no,Amy,t,line,980,,t,f,f,f,bike,f,f,
1196,0,,{},,,,,2020-07-28 14:49:48.855654+00,2020-05-27 11:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1197,0,,{},,,,,2020-07-28 14:49:50.808057+00,2020-05-27 12:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1198,0,,{},,,,,2020-07-28 14:49:51.342137+00,2020-05-28 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1199,0,,{},,,,,2020-07-28 14:49:52.197941+00,2020-05-28 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1200,0,,{},,,,,2020-07-28 14:49:52.652946+00,2020-05-28 02:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1201,0,,{},,,,,2020-07-28 14:49:53.492565+00,2020-05-28 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3842,1230,0,"{""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""SEXY BACK"":3,""BABY OG"":1,""MATCHA POWWOW"":1,""id"":""d70j4rzbtvk"",""price"":450}],""cupc"":1,""hella"":1,""ferrero_slice"":1,""berry_slice"":1}",,,,qr,2020-09-01 06:09:50.793365+00,2020-09-01 05:45:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1206,0,,{},,,,,2020-07-28 14:49:55.793357+00,2020-05-28 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
7593,1309,139,"{""cookie"":[{""quantity"":0,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":1,""TRIPLE C"":1,""DOUBLE TROUBLE"":1,""MATCHA POWWOW"":1,""PISTACHIO CRANBERRY"":1,""id"":""x1rucqvt4wf"",""price"":450}],""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""kaojo9ysiq"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":1,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""jgjpwh02i2"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Large box of 8""}]}",,,,qr,2020-12-31 14:27:25.46661+00,2020-12-29 03:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
8427,950,0,"{""heart-set&redvelvet,ganache.pinkgold"":1}",,,,qr,2021-01-23 08:19:26.535135+00,2021-02-14 12:00:00+00,,no,Kung,t,ig,950,,f,f,f,f,bike,t,f,
4575,2186,186,"{""chocpudding-1lb"":0,""chocpudding-1lb#extraferrero"":1}",,,,qr,2020-09-29 14:58:14.771087+00,2020-09-26 13:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4555,630,110,"{""coconut_slice"":1,""hella"":1,""cupc"":1,""kiss_slice"":0}",,,,qr,2020-09-29 14:48:46.278563+00,2020-09-29 06:00:00+00,,free,unkwn,t,,,,t,f,f,f,unkwn,f,f,
9786,150,0,"{""pbj"":1}",,,,cash,2021-02-08 14:22:42.636408+00,2021-02-08 09:00:00+00,,no,Tom,t,shop,150,,f,f,f,f,bike,f,f,
1208,0,,{},,,,,2020-07-28 14:49:56.659877+00,2020-05-28 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1212,0,,{},,,,,2020-07-28 14:49:58.520024+00,2020-05-28 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1213,0,,{},,,,,2020-07-28 14:49:59.220883+00,2020-05-28 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1215,0,,{},,,,,2020-07-28 14:50:00.042069+00,2020-05-28 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1216,0,,{},,,,,2020-07-28 14:50:00.865948+00,2020-05-28 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1217,0,,{},,,,,2020-07-28 14:50:01.449411+00,2020-05-28 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
9833,605,115,"{""heart-S&redvelvet.pink"":1}",,,,qr,2021-02-09 05:53:24.971798+00,2021-02-10 04:00:00+00,,no,Amy,t,line,490,,t,f,f,f,bike,f,f,
1219,0,,{},,,,,2020-07-28 14:50:02.381832+00,2020-05-28 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1221,0,,{},,,,,2020-07-28 14:50:08.558398+00,2020-05-28 07:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1222,0,,{},,,,,2020-07-28 14:50:09.341096+00,2020-05-28 07:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1223,0,,{},,,,,2020-07-28 14:50:09.960423+00,2020-05-28 07:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1227,0,,{},,,,,2020-07-28 14:50:11.972575+00,2020-05-28 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
7597,360,0,"{""brownie"":[{""quantity"":1,""count"":9,""title"":""Box of 9 brownie"",""BAE BROWNIE"":4,""FUDGE BROWNIE BITES"":5,""id"":""lqrv3q534jr"",""price"":360}]}",,,,qr,2020-12-31 14:28:06.652747+00,2020-12-29 07:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1232,0,,{},,,,,2020-07-28 14:50:15.200957+00,2020-05-28 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
10260,515,65,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""epa8pbtcu8t"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":2,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",,,,qr,2021-02-15 07:47:45.820845+00,2021-02-15 11:00:00+00,,no,Gyan,t,line,450,,t,f,f,f,bike,f,f,
4576,4720,270,"{""custom"":[{""title"":""เค้กสองชั้น"",""price"":4500,""quantity"":1,""id"":""42g8s1dtpvx""}]}",,,,qr,2020-09-29 14:58:52.304739+00,2020-09-27 10:00:00+00,,vip,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4534,1500,120,"{""banana_slice"":1,""berry_slice"":1,""carrot_slice"":1,""coconut_slice"":1,""ferrero_slice"":1,""kiss_slice"":1}",,,,qr,2020-09-29 14:22:25.763242+00,2020-09-25 03:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
8619,1189,89,"{""pbj"":1,""cupc"":1,""hella"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":0,""id"":""iwajfudus1m"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""wswrbas95f"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",,,,qr,2021-01-27 06:37:25.991137+00,2021-01-27 07:00:00+00,,no,Kung,t,ig,1100,,t,f,f,f,bike,f,f,
1211,0,,{},,,,,2020-07-28 14:49:58.062382+00,2020-05-28 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1237,0,,{},,,,,2020-07-28 14:50:19.346188+00,2020-05-28 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1238,0,,{},,,,,2020-07-28 14:50:20.063931+00,2020-05-28 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1239,0,,{},,,,,2020-07-28 14:50:20.55102+00,2020-05-28 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
8842,811,61,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""csari243tpc"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""pbj"":1,""hella"":1}",,,,qr,2021-01-31 08:13:27.196272+00,2021-01-31 10:00:00+00,,no,Kung,t,ig,750,,t,f,f,f,bike,f,f,
9834,3960,160,"{""heart-set&redvelvet,ganache.pinkgold"":4}",,,,qr,2021-02-09 05:58:37.761819+00,2021-02-10 03:00:00+00,,no,Amy,t,line,3800,,t,f,f,f,car,f,f,
