id,total_price,shipping_price,cart,,,,payment_method,order_datetime,delivery_datetime,,vip_flag,admin_short,fulfilled,order_source,subtotal_price,total_discounts,is_delivery,is_gift,has_custom,is_post,transport,edited,is_corporate,promo_code
4760,816,66,"{""deathcake"":1}",,,,qr,2020-10-06 12:21:37.626486+00,2020-10-06 09:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
355,0,,{},,,,,2020-07-28 14:26:35.712953+00,2020-05-06 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
9676,2190,240,"{""heart-L&redvelvet.pink"":1}",,,,qr,2021-02-07 04:43:14.239217+00,2021-02-07 10:00:00+00,,no,Amy,t,line,1950,,t,f,f,f,car,f,f,
3788,829,79,"{""cupccake-1lb"":1}",,,,qr,2020-08-31 07:38:37.099806+00,2020-08-31 07:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5180,520,0,"{""cupc"":1,""salt"":1,""coconut_slice"":1}",,,,qr,2020-10-22 14:13:08.763642+00,2020-10-20 08:40:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
8685,1330,230,"{""heart-set&redvelvet,ganache.pinkgold"":1}",,,,qr,2021-01-28 09:51:30.963979+00,2021-02-14 08:30:00+00,,no,Fa,t,line,1100,,t,f,f,f,car,t,f,
331,0,,{},,,,,2020-07-28 14:26:18.617012+00,2020-05-06 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
2668,0,,{},,,,,2020-07-28 15:04:48.82051+00,2020-07-21 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3088,220,0,"{""chocpudding_slice"":1}",,,,,2020-08-10 13:35:22.803974+00,2020-08-10 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
358,0,,{},,,,,2020-07-28 14:26:37.778061+00,2020-05-06 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
5656,901,151,"{""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""SEXY BACK"":1,""MAMA OG"":2,""BABY OG"":2,""id"":""d46loc5sm7"",""price"":450}],""cupc"":1,""deathchoc"":1}",,,,qr,2020-11-08 03:00:35.05646+00,2020-11-07 11:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5658,726,56,"{""valrhona"":3,""blackout_slice"":1}",,,,qr,2020-11-08 03:00:54.523179+00,2020-11-07 11:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5660,985,85,"{""hella"":1,""cupc"":1,""deathchoc"":1,""salt"":2,""redvelvet"":1}",,,,qr,2020-11-08 03:01:11.592995+00,2020-11-08 01:45:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5662,1866,366,"{""berry-1lb"":1}",,,,qr,2020-11-08 03:01:31.075302+00,2020-11-08 02:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5663,1142,242,"{""cupc"":1,""hella"":1,""redvelvet"":1,""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":2,""SEXY BACK"":1,""MATCHA POWWOW"":1,""BABY OG"":1,""id"":""tb0zy4adm8r"",""price"":450}]}",,,,qr,2020-11-08 03:01:44.414353+00,2020-11-08 02:10:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5664,4318,318,"{""coconut-1lb"":1,""coconut-2lb"":1}",,,,qr,2020-11-08 03:01:53.236351+00,2020-11-08 04:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5666,2710,210,"{""chocpudding-2lb"":1}",,,,qr,2020-11-08 03:02:24.217485+00,2020-11-08 11:30:00+00,,vip,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5667,2734,234,"{""kiss-2lb"":1}",,,,qr,2020-11-08 03:02:30.688266+00,2020-11-09 05:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5668,2166,306,"{""chocpudding-1lb"":1,""brownie"":[{""quantity"":1,""count"":9,""title"":""Box of 9 brownie"",""BAE BROWNIE"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""FUDGE BROWNIE BITES"":3,""id"":""joz0ckses08"",""price"":360}]}",,,,qr,2020-11-08 03:02:37.816384+00,2020-11-09 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
3445,808,168,"{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""v9vkv177jg"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":18,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""title"":""Double box of 18""}]}",,,,qr,2020-08-19 06:34:29.793325+00,2020-08-16 06:20:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5670,1710,210,"{""blackout-1lb"":1}",,,,qr,2020-11-08 04:14:32.877885+00,2020-11-10 09:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5775,1782,282,"{""kiss-1lb"":1}",,,,qr,2020-11-15 05:54:21.240244+00,2020-11-15 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
359,0,,{},,,,,2020-07-28 14:26:38.955377+00,2020-05-06 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
360,0,,{},,,,,2020-07-28 14:26:39.697958+00,2020-05-06 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
361,0,,{},,,,,2020-07-28 14:26:40.153669+00,2020-05-06 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3435,952,52,"{""coconut_slice"":1,""berry_slice"":1,""chocpudding_slice"":1,""carrot_slice"":1}",,,,qr,2020-08-19 06:10:05.676503+00,2020-08-06 08:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
3288,755,85,"{""carrot_slice"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""dmw7yq8rl8"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":4,""TRIPLE C"":0,""title"":""Small box of 5""}]}",,,,qr,2020-08-17 04:47:45.528112+00,2020-08-15 09:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
436,0,,{},,,,,2020-07-28 14:27:29.598039+00,2020-05-08 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
8686,4500,0,"{""ladypink-3lb&ganache,banana.yellow"":1}",,,,qr,2021-01-28 10:27:07.087919+00,2021-02-03 04:00:00+00,,no,Kung,t,line,4500,,f,f,f,f,car,f,f,
366,0,,{},,,,,2020-07-28 14:26:43.496526+00,2020-05-06 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3822,602,92,"{""deathchoc"":1,""brownie"":[{""quantity"":1,""count"":9,""title"":""Box of 9 brownie"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""id"":""4g86lmdlyhb"",""price"":360}]}",,,,qr,2020-08-31 10:57:29.325167+00,2020-09-04 03:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
3527,1246,136,"{""cookie"":[{""quantity"":1,""count"":12,""title"":""Box of 12 cookie"",""DOUBLE TROUBLE"":6,""TRIPLE C"":6,""id"":""xbd1rnaher"",""price"":990},{""count"":""12"",""price"":990,""quantity"":0,""id"":""hf8qz0ezr48"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":6,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":6,""title"":""Large box of 12""}]}",,,,qr,2020-08-29 15:37:37.656338+00,2020-08-18 07:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
3675,2332,222,"{""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":1,""DOUBLE TROUBLE"":1,""SEXY BACK"":1,""CORNFLAKE MARSHMALLOW"":2,""id"":""8nlc6cze59t"",""price"":450}],""cake"":[{""quantity"":1,""count"":8,""title"":""Box of 8 slices"",""VERY BERRY BASQUE CHEESECAKE"":3,""CHOCOLATE PUDDING"":3,""CARROT CREAM CHEESE"":2,""id"":""spn86uyjkb"",""price"":1660}]}",,,,qr,2020-08-29 23:12:40.484212+00,2020-08-27 04:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
3528,599,149,"{""hella"":3}",,,,qr,2020-08-29 15:45:19.976506+00,2020-08-19 13:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5671,2722,222,"{""coconut-2lb"":1}",,,,qr,2020-11-08 04:14:39.329719+00,2020-11-10 11:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5674,1301,101,"{""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""CORNFLAKE MARSHMALLOW"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""MAMA OG"":1,""id"":""val11vk4ewl"",""price"":450}],""deathchoccake-1lb"":1}",,,,qr,2020-11-08 04:51:43.98854+00,2020-11-12 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5675,2322,72,"{""hella"":14,""valrhona"":0,""peanut"":1}",,,,qr,2020-11-08 04:52:00.04121+00,2020-11-13 11:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5678,1066,166,"{""hella"":1,""salt"":1,""redvelvet"":1,""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":1,""TRIPLE C"":1,""SEXY BACK"":1,""MATCHA POWWOW"":1,""CORNFLAKE MARSHMALLOW"":1,""id"":""tjvctjhzmj"",""price"":450}]}",,,,qr,2020-11-09 01:55:12.145001+00,2020-11-08 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5679,391,91,"{""peanut"":0,""salt"":2}",,,,qr,2020-11-09 01:55:37.565747+00,2020-11-08 07:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5706,500,50,"{""hella"":1,""salt"":1,""redvelvet"":1}",,,,qr,2020-11-14 03:10:19.522331+00,2020-11-10 04:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5680,693,53,"{""brownie"":[{""quantity"":0,""count"":9,""title"":""Box of 9 brownie"",""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""id"":""fnrigzjqc3c"",""price"":360},{""quantity"":0,""count"":9,""title"":""Box of 9 brownie"",""FUDGE BROWNIE BITES"":9,""id"":""pwac5kmhk7j"",""price"":360},{""count"":""18"",""price"":640,""quantity"":1,""id"":""nbv5jlud7q"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":15,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Double box of 18""}]}",,,,qr,2020-11-09 01:56:24.69858+00,2020-11-08 07:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
9678,490,0,"{""heart-S&redvelvet.gold"":1}",,,,qr,2021-02-07 04:55:37.273868+00,2021-02-13 05:00:00+00,,no,Amy,t,line,490,,f,f,f,f,bike,f,f,
363,0,,{},,,,,2020-07-28 14:26:42.001014+00,2020-05-06 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
364,0,,{},,,,,2020-07-28 14:26:42.536161+00,2020-05-06 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
365,0,,{},,,,,2020-07-28 14:26:42.981026+00,2020-05-06 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
367,0,,{},,,,,2020-07-28 14:26:44.041185+00,2020-05-06 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
370,0,,{},,,,,2020-07-28 14:26:46.058793+00,2020-05-07 03:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
357,0,,{},,,,,2020-07-28 14:26:36.827857+00,2020-05-06 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
391,0,,{},,,,,2020-07-28 14:27:00.372793+00,2020-05-07 08:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3666,900,0,"{""pbj"":4,""redvelvet"":2}",,,,qr,2020-08-29 23:09:45.477228+00,2020-08-26 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
5682,400,0,"{""carrot_slice"":1,""soft"":[{""count"":""0"",""price"":180,""quantity"":1,""id"":""6jwfgo3pts8"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Soft cookies""}]}",,,,qr,2020-11-09 01:57:07.953168+00,2020-11-08 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1928,0,,{},,,,,2020-07-28 14:57:38.609155+00,2020-06-19 11:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
3303,1862,222,"{""cake"":[{""count"":""8"",""price"":1640,""quantity"":1,""id"":""met0dvbotuj"",""BANANA NUTELLA"":0,""VERY BERRY BASQUE CHEESECAKE"":2,""CARROT CREAM CHEESE"":2,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":2,""title"":""Large box of 8""}]}",,,,qr,2020-08-17 08:34:40.075602+00,2020-08-16 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
9031,150,0,"{""hella"":1}",,,,qr,2021-02-04 03:53:29.946838+00,2021-02-13 06:00:00+00,,no,Kung,t,line,150,,f,f,f,f,bike,t,f,
2667,0,,{},,,,,2020-07-28 15:04:48.40349+00,2020-07-21 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
8522,3680,0,"{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""wck6wjuetq"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}],""giftboxdeathcake"":1,""pbj"":1,""cupc"":1,""salt"":1,""hella"":1,""redvelvet"":1,""deathchoc"":1,""strawcheese"":1,""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""8u2pyucobwp"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":1,""MRS CLAUS OATMEAL COOKIE"":1,""extra"":"""",""title"":""Large box of 12""}]}",,,,qr,2021-01-25 05:14:36.091686+00,2021-01-26 03:00:00+00,,no,Kung,t,ig,3680,,f,f,f,f,bike,f,f,
3304,2303,163,"{""hella"":2,""brownie"":[{""count"":""18"",""price"":640,""quantity"":0,""id"":""y31o6yjfk4j"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":18,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""title"":""Double box of 18""},{""count"":""18"",""price"":640,""quantity"":1,""id"":""zwdmjmjbcd"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":18,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""title"":""Double box of 18""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""q4fk6jgq4w8"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""title"":""Small box of 5""}],""deathchoccake-1lb"":1}",,,,qr,2020-08-17 08:38:20.837927+00,2020-08-16 03:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
3452,812,62,"{""cupccake-1lb"":1}",,,,qr,2020-08-19 06:41:57.123579+00,2020-08-18 07:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5270,1313,113,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""obi6u24ll1"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":2,""extra"":"""",""title"":""Small box of 5""}],""valrhona"":1,""salt"":3,""deathchoc"":1}",,,,qr,2020-10-22 15:52:23.526562+00,2020-10-22 08:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5284,678,78,"{""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""SEXY BACK"":1,""MATCHA POWWOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":2,""id"":""m5k6eg9pvoa"",""price"":450}],""pbj"":1}",,,,qr,2020-10-23 03:27:16.17264+00,2020-10-30 03:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
9041,1264,64,"{""hella"":2,""cupc"":2,""redvelvet"":2,""deathchoc"":2}",,,,qr,2021-02-04 05:54:16.162104+00,2021-02-04 06:30:00+00,,no,Amy,t,line,1200,,t,f,f,f,bike,f,f,
92,0,,{},,,,,2020-07-28 14:23:36.850889+00,2020-05-01 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
793,0,,{},,,,,2020-07-28 14:45:28.72858+00,2020-05-16 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
5286,5392,282,"{""banana-1lb"":1,""carrot-1lb"":1,""chocpudding_slice"":2,""coconut_slice"":2,""berry_slice"":2,""hella"":1,""cupc"":1,""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":2,""DOUBLE TROUBLE"":2,""SEXY BACK"":1,""id"":""u5gf2zpscr"",""price"":450}]}",,,,qr,2020-10-23 03:27:42.994655+00,2020-10-25 04:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5698,2037,137,"{""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":1,""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""SEXY BACK"":1,""id"":""m9mkufx2yn"",""price"":450},{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MAMA OG"":1,""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""SEXY BACK"":1,""id"":""updfsw3rjnl"",""price"":450}],""brownie"":[{""quantity"":1,""count"":18,""title"":""Box of 18 brownie"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""id"":""rg21z5sihhe"",""price"":640},{""quantity"":1,""count"":9,""title"":""Box of 9 brownie"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""id"":""kxssymb637i"",""price"":360}]}",,,,qr,2020-11-14 03:02:31.094639+00,2020-11-09 08:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5709,2322,92,"{""brownie"":[{""quantity"":1,""count"":18,""title"":""Box of 18 brownie"",""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""FUDGE BROWNIE BITES"":6,""BAE BROWNIE"":6,""id"":""v3hegeuc5sh"",""price"":640}],""cookie"":[{""quantity"":1,""count"":12,""title"":""Box of 12 cookie"",""MAMA OG"":3,""DOUBLE TROUBLE"":3,""MATCHA POWWOW"":3,""CORNFLAKE MARSHMALLOW"":3,""id"":""lus1vcgpzjr"",""price"":990}],""valrhona"":2,""peanut"":2}",,,,qr,2020-11-14 03:13:01.174582+00,2020-11-10 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5919,1195,105,"{""deathchoc"":2,""hella"":1,""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""kku7lp02pu"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":7,""RED VELVET CREAM CHEESE BROWNIE BITES"":5,""extra"":"""",""title"":""Double box of 18""}]}",,,,qr,2020-11-25 01:50:16.08955+00,2020-11-16 07:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5374,300,0,"{""pbj"":1,""cupc"":1}",,,,qr,2020-10-28 05:48:45.811211+00,2020-10-26 07:10:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
1943,0,,{},,,,,2020-07-28 14:57:47.6591+00,2020-06-20 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
5305,713,73,"{""brownie"":[{""quantity"":0,""count"":18,""title"":""Box of 18 brownie"",""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""BAE BROWNIE"":6,""id"":""erc4a20hk2l"",""price"":426.6666666666667},{""count"":""18"",""price"":640,""quantity"":1,""id"":""9sc5a4jggqb"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}]}",,,,qr,2020-10-24 04:35:58.856043+00,2020-10-23 09:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5707,231,81,"{""salt"":1}",,,,qr,2020-11-14 03:10:25.364293+00,2020-11-10 04:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5687,820,0,"{""cookie"":[{""quantity"":1,""count"":5,""title"":""Box of 5 cookie"",""MATCHA POWWOW"":2,""MAMA OG"":1,""CORNFLAKE MARSHMALLOW"":1,""SEXY BACK"":1,""id"":""pnw8w80yp6"",""price"":450}],""pbj"":1,""coconut_slice"":1}",,,,qr,2020-11-09 01:59:15.288313+00,2020-11-09 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
5691,1660,0,"{""cake"":[{""quantity"":0,""count"":8,""title"":""Box of 8 slices"",""BANANA NUTELLA"":1,""CARROT CREAM CHEESE"":1,""BLACKOUT CHOCOLATE CAKE"":2,""STRAWBERRY KISS"":1,""YOUNG COCONUT CAKE"":1,""id"":""t9ipebwyx"",""price"":1220}],""banana_slice"":1,""chocpudding_slice"":2,""carrot_slice"":1,""berry_slice"":1,""coconut_slice"":1,""kiss_slice"":1,""ferrero_slice"":1}",,,,qr,2020-11-09 02:00:57.21625+00,2020-11-12 06:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
5921,1012,52,"{""peanut"":4,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""bkd776hrku"",""BAE BROWNIE"":4,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":5,""extra"":"""",""title"":""Small box of 9""}]}",,,,qr,2020-11-25 13:58:53.631862+00,2020-12-01 10:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5740,1713,53,"{""valrhona"":1,""cookie"":[{""quantity"":1,""count"":12,""title"":""Box of 12 cookie"",""MAMA OG"":3,""DOUBLE TROUBLE"":2,""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":3,""TRIPLE C"":1,""SEXY BACK"":2,""id"":""sknbzdpl9el"",""price"":990}],""brownie"":[{""quantity"":1,""count"":9,""title"":""Box of 9 brownie"",""FUDGE BROWNIE BITES"":9,""id"":""1lexghy5uli"",""price"":360}],""peanut"":1}",,,,qr,2020-11-14 03:30:44.274325+00,2020-11-11 09:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5741,2324,184,"{""cupc"":5,""hella"":5,""brownie"":[{""quantity"":0,""count"":9,""title"":""Box of 9 brownie"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""id"":""0t97bge8loc"",""price"":720},{""count"":""18"",""price"":640,""quantity"":1,""id"":""9x4199bwrs"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}]}",,,,qr,2020-11-14 03:32:03.039898+00,2020-11-12 02:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
4156,150,0,"{""hella"":1}",,,,qr,2020-09-14 03:59:20.413003+00,2020-09-14 04:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
5688,2326,246,"{""banana_slice"":2,""cake"":[{""quantity"":1,""count"":8,""title"":""Box of 8 slices"",""STRAWBERRY KISS"":2,""CARROT CREAM CHEESE"":2,""YOUNG COCONUT CAKE"":1,""BLACKOUT CHOCOLATE CAKE"":2,""BANANA NUTELLA"":1,""id"":""c9lpeo928sr"",""price"":1640}]}",,,,qr,2020-11-09 01:59:24.661761+00,2020-11-09 06:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5689,457,157,"{""cupc"":1,""hella"":1}",,,,qr,2020-11-09 01:59:30.82154+00,2020-11-09 14:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
6598,1222,272,"{""xmas-0.75lb&kiss.green"":1}",,,,qr,2020-12-22 15:53:14.968595+00,2020-12-26 09:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
5332,1985,85,"{""ferrero_slice"":1,""cake"":[{""quantity"":1,""count"":8,""title"":""Box of 8 slices"",""STRAWBERRY KISS"":1,""FERRERO CHOCOLATE TART"":1,""BANANA NUTELLA"":1,""BLACKOUT CHOCOLATE CAKE"":1,""CARROT CREAM CHEESE"":1,""YOUNG COCONUT CAKE"":1,""id"":""vrzhcbepbeo"",""price"":1240}],""chocpudding_slice"":1,""berry_slice"":1}",,,,qr,2020-10-25 06:36:00.652634+00,2020-10-25 02:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
3549,1040,80,"{""ferrero_slice"":4}",,,,qr,2020-08-29 16:13:19.188178+00,2020-08-20 08:30:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
7437,750,0,"{""deathcake"":1}",,,,qr,2020-12-31 08:07:33.183454+00,2020-12-25 09:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
7438,750,0,"{""hella"":1,""cupc"":1,""pbj"":1,""salt"":1,""redvelvet"":1}",,,,qr,2020-12-31 08:09:11.439805+00,2020-12-25 10:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
9679,1069,229,"{""heart-S&redvelvet.pink"":1,""strawcheese"":1,""salt"":1}",,,,qr,2021-02-07 05:02:12.038171+00,2021-02-14 04:00:00+00,,no,Gyan,t,line,840,,t,f,f,f,bike,f,f,
419,0,,{},,,,,2020-07-28 14:27:18.216104+00,2020-05-08 05:00:00+00,,no,unkwn,t,,,,f,f,f,f,unkwn,f,f,
5767,912,252,"{""brownie"":[{""quantity"":1,""count"":9,""title"":""Box of 9 brownie"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":4,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""id"":""583l1iuwb1m"",""price"":360}],""salt"":1,""deathchoc"":1}",,,,qr,2020-11-15 05:48:01.88315+00,2020-11-16 03:00:00+00,,no,unkwn,t,,,,t,f,f,f,unkwn,f,f,
